vehicle_id,vehicle_type,make_id,model_year,vehicle_desc,color,year_stolen,vehicle_age,date_stolen,location_id,day_stolen
922,Moped,541,2017,CICLONE,Black,2021,4,19-12-2021,104,Sunday
923,Moped,585,2009,MOTO NZ50,Black,2021,12,28-12-2021,102,Tuesday
924,Moped,617,2018,ROMA,Black,2022,4,16-02-2022,109,Wednesday
925,Roadbike,561,2018,EX,Black,2022,4,22-03-2022,102,Tuesday
926,Roadbike,545,2006,SPORTSTER,Blue,2022,16,30-03-2022,102,Wednesday
927,Moped,566,2016,LIKE,Red,2022,6,05-01-2022,102,Wednesday
928,Moped,538,2018,ARIIC,Black,2021,3,30-10-2021,114,Saturday
929,Moped,617,2018,OTTO,Black,2021,3,06-12-2021,115,Monday
930,Roadbike,636,2018,YZF,Blue,2022,4,02-01-2022,102,Sunday
931,Moped,541,2019,CICLONE,Black,2021,2,22-10-2021,102,Friday
932,Roadbike,561,2019,EX,Black,2022,3,24-02-2022,109,Thursday
933,Moped,611,2019,UZ50,Blue,2021,2,21-11-2021,103,Sunday
934,Moped,617,2019,ROMA,Black,2021,2,08-10-2021,109,Friday
935,Trailer,623,2003,TAMDEM,Yellow,2021,18,14-11-2021,102,Sunday
936,Roadbike,636,2015,YZF,Blue,2021,6,25-10-2021,108,Monday
937,Moped,636,2015,YW50,Red,2021,6,12-10-2021,102,Tuesday
938,Roadbike,550,2015,NBC,Red,2022,7,02-02-2022,102,Wednesday
939,Roadbike,611,2015,GW250,Black,2022,7,11-03-2022,102,Friday
940,Moped,611,2015,UZ50,White,2022,7,29-03-2022,102,Tuesday
941,Roadbike,611,2006,GN250,Black,2021,15,05-11-2021,109,Friday
942,Roadbike,629,1974,150,Blue,2022,48,27-03-2022,102,Sunday
943,Moped,617,2016,ROMA,Red,2022,6,01-01-2022,102,Saturday
944,Roadbike,565,2016,RC,Black,2021,5,30-11-2021,102,Tuesday
945,Roadbike,554,2010,GT250,White,2022,12,18-02-2022,106,Friday
946,Roadbike,512,2018,G310,Black,2022,4,13-01-2022,102,Thursday
947,Roadbike,636,2017,WR250,Blue,2022,5,21-03-2022,111,Monday
948,Moped,541,2018,CICLONE,Red,2021,3,23-10-2021,102,Saturday
949,Roadbike,611,2019,GSX150,Red,2022,3,26-03-2022,106,Saturday
950,Moped,550,2015,TODAY,Blue,2022,7,12-02-2022,102,Saturday
951,Moped,611,2007,AZ50,Black,2021,14,16-12-2021,102,Thursday
952,Roadbike,536,2004,620 DARK,Black,2021,17,28-11-2021,102,Sunday
953,Roadbike,561,2019,EX,Black,2021,2,05-12-2021,104,Sunday
954,Roadbike,561,2019,EX,Green,2021,2,09-12-2021,102,Thursday
955,Roadbike,545,2003,V-ROD,Silver,2021,18,16-10-2021,102,Saturday
956,Roadbike,505,2015,SR,Black,2022,7,28-02-2022,102,Monday
957,Roadbike,561,2019,EX,Green,2021,2,22-11-2021,102,Monday
958,Moped,541,2019,CICLONE,Black,2022,3,26-02-2022,114,Saturday
959,Moped,585,2016,PANTERA,Red,2021,5,08-10-2021,102,Friday
960,Moped,538,2017,LINTEX,Blue,2022,5,11-03-2022,114,Friday
961,Moped,636,2009,JOG,Black,2022,13,12-01-2022,107,Wednesday
962,Moped,502,2009,SF50,Red,2021,12,22-11-2021,104,Monday
963,Moped,550,2002,APE,White,2022,20,17-01-2022,102,Monday
964,Roadbike,611,2017,DR200,Black,2022,5,28-02-2022,104,Monday
965,Roadbike,512,2017,G310,Blue,2022,5,30-03-2022,102,Wednesday
966,Moped,611,2007,LETS,Grey,2022,15,06-02-2022,109,Sunday
967,Moped,615,2017,TAPO,White,2022,5,04-04-2022,102,Monday
968,Roadbike,611,2018,GN125H,Black,2022,4,29-01-2022,114,Saturday
969,Roadbike,550,2018,GLC,Black,2022,4,04-03-2022,102,Friday
970,Roadbike,565,2006,SUPERDUKE,Orange,2022,16,24-03-2022,102,Thursday
971,Moped,617,2019,OTTO,Black,2022,3,28-03-2022,102,Monday
972,Roadbike,561,2019,EX,Green,2022,3,30-03-2022,102,Wednesday
973,Roadbike,553,2019,401,Silver,2022,3,10-02-2022,109,Thursday
974,Roadbike,625,2010,SPEEDMASTER,Black,2021,11,17-11-2021,102,Wednesday
975,Roadbike,561,2014,ER,White,2022,8,20-03-2022,102,Sunday
976,Roadbike,545,2019,STREET,Black,2022,3,17-03-2022,102,Thursday
977,Moped,541,2019,CICLONE,Black,2022,3,08-02-2022,102,Tuesday
978,Moped,538,2020,ARIIC,Red,2021,1,16-11-2021,114,Tuesday
979,Roadbike,611,2013,GW250,Black,2021,8,29-10-2021,102,Friday
980,Roadbike,505,2015,TUONO,Black,2022,7,05-02-2022,109,Saturday
981,Moped,538,2015,MOTUS,Black,2022,7,27-01-2022,114,Thursday
982,Moped,617,2016,ROMA,Black,2022,6,23-02-2022,102,Wednesday
983,Roadbike,636,2016,YZF,Red,2021,5,22-10-2021,102,Friday
984,Roadbike,565,2016,200,White,2021,5,02-11-2021,114,Tuesday
985,Roadbike,545,2007,FXD,Black,2021,14,16-11-2021,102,Tuesday
986,Roadbike,554,2008,GT,Black,2022,14,24-02-2022,108,Thursday
987,Moped,550,1989,DJ-1,Black,2022,33,04-01-2022,104,Tuesday
988,Roadbike,636,2017,MT-07,Blue,2022,5,13-03-2022,102,Sunday
989,Roadbike,611,2018,GSX150,Blue,2021,3,24-12-2021,114,Friday
990,Moped,617,2018,ROMA,Black,2021,3,23-11-2021,102,Tuesday
991,Roadbike,611,2018,GSX150,Black,2022,4,27-02-2022,102,Sunday
992,Moped,585,2018,YIBEN,Red,2021,3,03-12-2021,102,Friday
993,Moped,594,2013,ZIP,Red,2021,8,07-12-2021,102,Tuesday
994,Moped,617,2019,ROMA,Black,2022,3,13-03-2022,102,Sunday
995,Roadbike,611,2019,GSX150,Black,2021,2,18-11-2021,102,Thursday
996,Moped,617,2019,OTTO,Black,2022,3,24-03-2022,102,Thursday
997,Roadbike,611,2019,GSX150,Black,2022,3,09-03-2022,102,Wednesday
998,Trailer,514,2003,8X4 TANDEM,Silver,2022,19,31-03-2022,114,Thursday
999,Moped,541,2015,CICLONE,Red,2021,6,29-10-2021,102,Friday
1000,Moped,617,2015,ROMA,White,2022,7,19-02-2022,102,Saturday
1001,Moped,550,1983,FC50 BEAT,Black,2022,39,04-01-2022,114,Tuesday
1002,Moped,594,2016,ZIP,Red,2022,6,03-04-2022,102,Sunday
1003,Moped,617,2016,ROMA,Black,2021,5,29-10-2021,102,Friday
1004,Moped,611,2016,UZ50,Black,2021,5,17-12-2021,104,Friday
1005,Moped,585,2017,ZNEN,Black,2022,5,17-01-2022,102,Monday
1006,Moped,638,2017,ZN50QT-50C,Black,2022,5,02-01-2022,104,Sunday
1007,Roadbike,636,2017,YZF,Black,2022,5,18-01-2022,102,Tuesday
1008,Roadbike,625,2005,ROCKET III,Orange,2021,16,13-10-2021,103,Wednesday
1009,Roadbike,611,2018,GSX250,Black,2021,3,24-11-2021,103,Wednesday
1010,Roadbike,561,2011,ZX,Green,2022,11,22-02-2022,102,Tuesday
1011,Moped,617,2018,ROMA,Red,2022,4,17-02-2022,104,Thursday
1012,Moped,617,2018,ROMA,Black,2021,3,11-10-2021,105,Monday
1013,Roadbike,510,2018,BN251,Red,2022,4,14-01-2022,102,Friday
1014,Roadbike,611,2004,GN250,Black,2021,17,10-11-2021,102,Wednesday
1015,Roadbike,550,1996,HORNET,Red,2022,26,08-02-2022,102,Tuesday
1016,Moped,566,2019,AGILITY,Red,2022,3,12-01-2022,104,Wednesday
1017,Moped,550,2007,GIORNO CREA,Silver,2021,14,15-11-2021,102,Monday
1018,Moped,505,2016,SR MOTARD,White,2022,6,01-04-2022,109,Friday
1019,Roadbike,545,2000,00 SOFTAIL,Black,2021,21,31-10-2021,102,Sunday
1020,Roadbike,611,2019,GSX150,Blue,2021,2,12-12-2021,109,Sunday
1021,Moped,541,2019,CICLONE,Black,2021,2,09-11-2021,114,Tuesday
1022,Roadbike,550,2019,CB1000,Black,2022,3,17-03-2022,102,Thursday
1023,Roadbike,611,2019,GSX150,Black,2022,3,29-03-2022,101,Tuesday
1024,Stationwagon,587,1992,SAFARI,Grey,2021,29,19-10-2021,114,Tuesday
1025,Utility,619,2002,HILUX,Brown,2021,19,08-10-2021,104,Friday
1026,Light Van,619,1998,HIACE,White,2021,23,07-12-2021,114,Tuesday
1027,Utility,540,2000,COURIER,Silver,2022,22,09-01-2022,104,Sunday
1028,Stationwagon,580,1999,PAJERO,Silver,2022,23,10-02-2022,102,Thursday
1029,Hatchback,587,1995,PULSAR,Silver,2021,26,03-12-2021,103,Friday
1030,Saloon,587,1996,PULSAR,Silver,2022,26,05-02-2022,103,Saturday
1031,Stationwagon,580,1997,LEGNUM,Grey,2021,24,11-11-2021,102,Thursday
1032,Saloon,540,2003,FALCON,Blue,2022,19,15-03-2022,104,Tuesday
1033,Stationwagon,587,1998,TERRANO,Silver,2022,24,05-03-2022,111,Saturday
1034,Saloon,550,2003,ACCORD,Silver,2022,19,06-02-2022,102,Sunday
1035,Utility,587,2003,NAVARA,Silver,2021,18,13-11-2021,105,Saturday
1036,Utility,540,2003,COURIER,Silver,2021,18,11-12-2021,114,Saturday
1037,Saloon,576,1994,FAMILIA,Silver,2022,28,30-03-2022,102,Wednesday
1038,Hatchback,587,1996,PULSAR,Silver,2022,26,10-01-2022,108,Monday
1039,Utility,556,1991,RODEO,White,2022,31,09-03-2022,106,Wednesday
1040,Stationwagon,619,1995,COROLLA,Green,2021,26,24-12-2021,102,Friday
1041,Hatchback,610,1995,IMPREZA,Silver,2021,26,18-10-2021,108,Monday
1042,Light Bus,587,1989,CARAVAN,White,2022,33,17-03-2022,114,Thursday
1043,Stationwagon,619,1994,RAV4,Green,2022,28,19-02-2022,105,Saturday
1044,Stationwagon,619,1994,HILUX,Red,2021,27,04-11-2021,114,Thursday
1045,Saloon,619,1996,TRUENO,Blue,2022,26,19-01-2022,115,Wednesday
1046,Saloon,577,1999,E280,Silver,2022,23,21-02-2022,103,Monday
1047,Utility,580,2003,TRITON,Green,2022,19,29-01-2022,101,Saturday
1048,Stationwagon,576,1997,DEMIO,White,2022,25,05-04-2022,102,Tuesday
1049,Utility,540,2003,COURIER,White,2022,19,27-03-2022,114,Sunday
1050,Light Van,555,2003,H100,White,2021,18,13-12-2021,114,Monday
1051,Stationwagon,556,1997,BIGHORN,Green,2021,24,05-11-2021,114,Friday
1052,Stationwagon,619,1993,HILUX,Green,2021,28,11-11-2021,114,Thursday
1053,Utility,619,2003,HILUX,Gold,2022,19,14-01-2022,104,Friday
1054,Stationwagon,587,1996,TERRANO,Blue,2021,25,13-10-2021,104,Wednesday
1055,Stationwagon,580,2003,PAJERO,Silver,2021,18,08-11-2021,104,Monday
1056,Saloon,550,1997,PRELUDE,White,2022,25,04-03-2022,102,Friday
1057,Saloon,580,1997,GALANT,White,2021,24,15-10-2021,109,Friday
1058,Hatchback,633,1998,GOLF,Silver,2022,24,13-03-2022,109,Sunday
1059,Saloon,619,1998,CERES,Silver,2022,24,03-04-2022,102,Sunday
1060,Saloon,587,2003,MAXIMA,Green,2022,19,04-04-2022,108,Monday
1061,Saloon,580,2003,GALANT,Red,2021,18,14-12-2021,103,Tuesday
1062,Saloon,512,2007,325CI,White,2022,15,06-03-2022,102,Sunday
1063,Stationwagon,550,1996,ODYSSEY,Blue,2022,26,22-02-2022,108,Tuesday
1064,Hatchback,611,2003,ALTO,Gold,2022,19,23-02-2022,114,Wednesday
1065,Utility,540,2003,COURIER,White,2021,18,13-12-2021,102,Monday
1066,Stationwagon,610,2001,IMPREZA,White,2021,20,13-10-2021,102,Wednesday
1067,Saloon,619,1996,CORONA,Blue,2022,26,06-03-2022,101,Sunday
1068,Utility,540,1997,COURIER,White,2021,24,24-10-2021,106,Sunday
1069,Stationwagon,587,1999,TERRANO,White,2022,23,15-01-2022,101,Saturday
1070,Stationwagon,587,1992,SAFARI,Black,2021,29,23-11-2021,102,Tuesday
1071,Utility,576,1998,B2500,Blue,2022,24,05-04-2022,105,Tuesday
1072,Utility,587,2003,NAVARA,Blue,2022,19,11-02-2022,108,Friday
1073,Stationwagon,619,1994,HILUX,Blue,2021,27,26-12-2021,102,Sunday
1074,Stationwagon,619,1993,HILUX,Red,2021,28,24-10-2021,102,Sunday
1075,Stationwagon,610,2003,IMPREZA,Silver,2022,19,07-03-2022,102,Monday
1076,Saloon,619,2000,CAVALIER,White,2021,21,26-11-2021,108,Friday
1077,Stationwagon,619,1995,HILUX,Blue,2021,26,06-12-2021,114,Monday
1078,Saloon,587,1996,SUNNY,Blue,2022,26,18-01-2022,114,Tuesday
1079,Utility,540,2003,COURIER,White,2022,19,10-01-2022,108,Monday
1080,Utility,576,2003,BOUNTY,Silver,2022,19,26-02-2022,114,Saturday
1081,Stationwagon,587,1999,WINGROAD,Red,2021,22,10-10-2021,105,Sunday
1082,Saloon,619,1996,CURREN,White,2021,25,28-11-2021,102,Sunday
1083,Saloon,587,1997,BLUEBIRD,White,2021,24,12-12-2021,105,Sunday
1084,Saloon,592,2003,406,Silver,2022,19,28-02-2022,105,Monday
1085,Utility,619,2003,HILUX,Red,2022,19,04-04-2022,104,Monday
1086,Other Truck,619,1997,DYNA,White,2021,24,25-11-2021,102,Thursday
1087,Saloon,580,2003,DIAMANTE,Red,2021,18,11-10-2021,102,Monday
1088,Utility,540,2003,COURIER,White,2021,18,31-10-2021,105,Sunday
1089,Saloon,610,1996,LEGACY,White,2022,26,12-02-2022,104,Saturday
1090,Utility,540,2003,COURIER,Gold,2022,19,23-03-2022,104,Wednesday
1091,Saloon,619,1994,CHASER,Green,2022,28,29-03-2022,104,Tuesday
1092,Hatchback,550,1997,LOGO,Grey,2022,25,24-01-2022,114,Monday
1093,Saloon,548,2003,COMMODORE,Green,2021,18,08-10-2021,101,Friday
1094,Stationwagon,587,1993,SAFARI,Black,2021,28,17-10-2021,102,Sunday
1095,Stationwagon,619,1996,HILUX,Green,2022,26,10-02-2022,104,Thursday
1096,Stationwagon,619,1993,HILUX,Red,2021,28,20-11-2021,114,Saturday
1097,Stationwagon,619,1996,CALDINA,Silver,2021,25,09-12-2021,106,Thursday
1098,Saloon,580,2003,DIAMANTE,White,2021,18,24-11-2021,108,Wednesday
1099,Stationwagon,550,1996,ODYSSEY,Red,2021,25,26-10-2021,104,Tuesday
1100,Utility,619,2003,HILUX,Blue,2021,18,08-11-2021,104,Monday
1101,Saloon,550,2003,ACCORD,Grey,2022,19,27-03-2022,102,Sunday
1102,Utility,540,2003,COURIER,Silver,2022,19,15-03-2022,102,Tuesday
1103,Stationwagon,540,2003,EXPLORER,Blue,2021,18,21-10-2021,109,Thursday
1104,Stationwagon,587,1996,PULSAR,Blue,2021,25,11-11-2021,105,Thursday
1105,Light Van,619,2003,HIACE,Green,2022,19,06-01-2022,102,Thursday
1106,Stationwagon,548,2003,COMMODORE,White,2022,19,31-03-2022,102,Thursday
1107,Saloon,576,1996,FAMILIA,Blue,2022,26,11-03-2022,103,Friday
1108,Saloon,540,2003,FALCON,Silver,2022,19,12-01-2022,101,Wednesday
1109,Stationwagon,610,2000,LEGACY,Silver,2021,21,17-11-2021,104,Wednesday
1110,Utility,540,2003,COURIER,Silver,2022,19,29-03-2022,107,Tuesday
1111,Saloon,587,1995,PULSAR,Silver,2021,26,30-10-2021,103,Saturday
1112,Saloon,580,2003,LANCER,Silver,2022,19,20-03-2022,108,Sunday
1113,Light Van,587,1997,CARAVAN,White,2022,25,27-03-2022,103,Sunday
1114,Saloon,523,2002,PT CRUISER,Silver,2021,19,27-10-2021,111,Wednesday
1115,Stationwagon,576,1996,MPV,Red,2021,25,17-10-2021,103,Sunday
1116,Saloon,548,2001,VX COMMODORE,Red,2022,21,16-01-2022,106,Sunday
1117,Other Truck,587,1996,CONDOR,White,2021,25,15-11-2021,102,Monday
1118,Stationwagon,580,1996,RVR,Blue,2022,26,07-01-2022,105,Friday
1119,Stationwagon,587,1992,TERRANO,Blue,2022,30,04-03-2022,105,Friday
1120,Stationwagon,550,1996,ODYSSEY,Blue,2021,25,11-11-2021,104,Thursday
1121,Hatchback,633,2003,GOLF,Black,2022,19,30-03-2022,102,Wednesday
1122,Saloon,580,2000,LANCER,Grey,2022,22,24-03-2022,109,Thursday
1123,Hatchback,576,1999,FAMILIA,Silver,2022,23,10-03-2022,109,Thursday
1124,Saloon,540,2003,FALCON,Red,2021,18,02-12-2021,108,Thursday
1125,Stationwagon,556,1998,BIGHORN,White,2022,24,23-02-2022,111,Wednesday
1126,Light Van,619,1995,HIACE,White,2022,27,31-01-2022,102,Monday
1127,Stationwagon,587,1998,PRIMERA,Silver,2022,24,04-04-2022,102,Monday
1128,Hatchback,531,2003,CHARADE,Green,2022,19,21-03-2022,106,Monday
1129,Saloon,512,2005,323I,White,2022,17,22-02-2022,102,Tuesday
1130,Light Van,619,1994,ESTIMA,Grey,2022,28,17-03-2022,104,Thursday
1131,Stationwagon,610,1997,LEGACY,Black,2022,25,11-02-2022,104,Friday
1132,Stationwagon,610,1996,IMPREZA,Red,2022,26,25-02-2022,111,Friday
1133,Saloon,576,2003,MAZDA6,Blue,2022,19,01-04-2022,102,Friday
1134,Hatchback,550,2003,JAZZ,Black,2021,18,17-10-2021,101,Sunday
1135,Hatchback,550,2003,JAZZ,Black,2021,18,21-10-2021,101,Thursday
1136,Saloon,580,2003,LANCER,White,2022,19,09-01-2022,102,Sunday
1137,Saloon,587,1999,CEDRIC,White,2022,23,29-01-2022,114,Saturday
1138,Utility,540,2003,COURIER,White,2021,18,23-11-2021,114,Tuesday
1139,Light Van,576,2003,E2000,White,2022,19,29-03-2022,111,Tuesday
1140,Stationwagon,619,2003,HIGHLANDER,Red,2021,18,29-11-2021,102,Monday
1141,Utility,619,2003,HILUX,Green,2021,18,15-12-2021,104,Wednesday
1142,Saloon,548,2003,COMMODORE,Green,2021,18,21-10-2021,102,Thursday
1143,Hatchback,548,2003,ASTRA,Silver,2021,18,24-10-2021,104,Sunday
1144,Hatchback,592,2003,307,Yellow,2022,19,30-01-2022,107,Sunday
1145,Stationwagon,540,2003,MONDEO,Red,2021,18,11-10-2021,103,Monday
1146,Stationwagon,556,1990,BIGHORN,White,2022,32,13-01-2022,111,Thursday
1147,Stationwagon,610,1998,IMPREZA,Silver,2022,24,11-02-2022,102,Friday
1148,Stationwagon,587,1997,TERRANO,Black,2021,24,26-11-2021,102,Friday
1149,Saloon,550,2003,ACCORD,Black,2022,19,26-02-2022,104,Saturday
1150,Light Van,619,1993,TOWNACE,Silver,2021,28,01-12-2021,103,Wednesday
1151,Stationwagon,512,2003,318I,Silver,2022,19,21-01-2022,114,Friday
1152,Other Truck,619,1995,DYNA,White,2021,26,08-10-2021,104,Friday
1153,Stationwagon,556,1992,BIGHORN,Green,2021,29,27-11-2021,104,Saturday
1154,Light Van,619,2003,HIACE,Silver,2022,19,24-02-2022,102,Thursday
1155,Hatchback,587,2003,PULSAR,Blue,2021,18,15-10-2021,109,Friday
1156,Utility,619,2003,HILUX,Silver,2021,18,21-12-2021,102,Tuesday
1157,Hatchback,576,1998,DEMIO,Silver,2022,24,22-03-2022,102,Tuesday
1158,Hatchback,580,2003,COLT,Silver,2022,19,12-02-2022,102,Saturday
1159,Stationwagon,619,1996,HILUX,Blue,2022,26,19-03-2022,114,Saturday
1160,Hatchback,550,2003,JAZZ,Blue,2022,19,27-02-2022,102,Sunday
1161,Saloon,619,2003,COROLLA,Blue,2021,18,27-11-2021,114,Saturday
1162,Saloon,580,2000,LANCER,White,2022,22,07-03-2022,106,Monday
1163,Hatchback,633,2003,GOLF,Black,2022,19,20-03-2022,104,Sunday
1164,Other Truck,619,1997,TOYOACE,White,2022,25,30-01-2022,104,Sunday
1165,Utility,540,2003,COURIER,Red,2021,18,22-12-2021,114,Wednesday
1166,Utility,576,2003,BOUNTY,Silver,2022,19,13-02-2022,102,Sunday
1167,Stationwagon,619,1994,RAV4,Blue,2022,28,21-01-2022,102,Friday
1168,Stationwagon,550,1995,ODYSSEY,Blue,2022,27,30-01-2022,114,Sunday
1169,Stationwagon,587,1997,TERRANO,Gold,2022,25,25-02-2022,115,Friday
1170,Saloon,587,1996,SUNNY,White,2021,25,20-10-2021,102,Wednesday
1171,Stationwagon,507,2004,S4,Red,2022,18,07-02-2022,109,Monday
1172,Stationwagon,619,1996,CALDINA,Green,2022,26,19-01-2022,108,Wednesday
1173,Saloon,548,2004,COMMODORE,Red,2022,18,28-01-2022,109,Friday
1174,Stationwagon,619,1995,HILUX,Gold,2022,27,02-03-2022,114,Wednesday
1175,Stationwagon,587,1993,SAFARI,Grey,2022,29,10-02-2022,102,Thursday
1176,Stationwagon,548,2004,ASTRA,Blue,2022,18,27-02-2022,114,Sunday
1177,Light Van,564,2004,PREGIO,White,2022,18,17-02-2022,102,Thursday
1178,Stationwagon,540,2004,MONDEO,Red,2021,17,10-10-2021,102,Sunday
1179,Utility,548,2004,UTE,Black,2022,18,13-03-2022,101,Sunday
1180,Stationwagon,619,1993,LANDCRUISER,Silver,2021,28,01-11-2021,114,Monday
1181,Utility,576,2004,BOUNTY,Silver,2022,18,20-03-2022,115,Sunday
1182,Stationwagon,619,2003,AVENSIS,Silver,2022,19,02-02-2022,102,Wednesday
1183,Saloon,619,1996,CARINA,Silver,2021,25,25-11-2021,104,Thursday
1184,Saloon,580,2003,LANCER,Silver,2022,19,28-03-2022,102,Monday
1185,Light Van,619,2000,HIACE,White,2021,21,20-11-2021,102,Saturday
1186,Mobile Home - Light,580,1983,FUSO,White,2022,39,03-01-2022,102,Monday
1187,Utility,540,1999,COURIER,Blue,2022,23,06-04-2022,104,Wednesday
1188,Utility,540,2004,COURIER,White,2021,17,04-12-2021,109,Saturday
1189,Stationwagon,610,1996,IMPREZA,Red,2022,26,17-02-2022,101,Thursday
1190,Light Van,540,2004,ECONOVAN,White,2022,18,05-01-2022,109,Wednesday
1191,Saloon,540,2004,FALCON,Silver,2022,18,24-03-2022,102,Thursday
1192,Sports Car,580,1996,FTO,Silver,2022,26,14-03-2022,102,Monday
1193,Utility,540,2004,COURIER,White,2022,18,22-02-2022,102,Tuesday
1194,Utility,576,2004,BOUNTY,Green,2022,18,01-04-2022,114,Friday
1195,Stationwagon,587,1997,TERRANO,Green,2022,25,24-03-2022,104,Thursday
1196,Saloon,540,2004,MONDEO,Silver,2022,18,21-02-2022,101,Monday
1197,Saloon,587,1998,BLUEBIRD,White,2021,23,30-12-2021,102,Thursday
1198,Utility,576,2004,BOUNTY,White,2021,17,08-11-2021,109,Monday
1199,Stationwagon,619,1996,CALDINA,Black,2022,26,13-03-2022,102,Sunday
1200,Saloon,587,1996,PULSAR,Green,2021,25,04-11-2021,105,Thursday
1201,Saloon,587,1995,CEFIRO,Purple,2021,26,18-10-2021,108,Monday
1202,Utility,540,2004,COURIER,Blue,2022,18,31-01-2022,109,Monday
1203,Utility,576,2004,BOUNTY,White,2022,18,01-02-2022,103,Tuesday
1204,Hatchback,576,1992,AUTOZAM,Red,2021,29,08-11-2021,114,Monday
1205,Stationwagon,556,1994,MU,Blue,2021,27,15-11-2021,114,Monday
1206,Stationwagon,556,2000,WIZARD,White,2022,22,04-03-2022,102,Friday
1207,Saloon,619,2001,CORONA,White,2021,20,08-10-2021,102,Friday
1208,Moped,617,2020,ROMA,Black,2022,2,23-03-2022,109,Wednesday
1209,Roadbike,625,2008,DAYTONA,Red,2021,13,25-10-2021,109,Monday
1210,All Terrain Vehicle,611,1998,KING QUAD 4X4,Green,2021,23,16-11-2021,114,Tuesday
1211,Roadbike,565,2020,200,White,2022,2,27-01-2022,102,Thursday
1212,Roadbike,629,2021,GTS,Brown,2021,0,04-11-2021,102,Thursday
1213,Moped,502,2020,ROAD TRACER 50,Black,2021,1,26-11-2021,102,Friday
1214,Roadbike,554,2008,GT250,Black,2022,14,10-03-2022,109,Thursday
1215,Roadbike,565,2018,200,Orange,2021,3,20-12-2021,109,Monday
1216,Roadbike,550,2013,NSC,White,2021,8,05-11-2021,102,Friday
1217,Roadbike,545,2014,FXSB,Black,2022,8,10-03-2022,102,Thursday
1218,Moped,617,2021,ROMA,Black,2022,1,30-01-2022,102,Sunday
1219,Moped,541,2021,CICLONE,Black,2022,1,08-03-2022,102,Tuesday
1220,Moped,617,2021,ROMA,Red,2022,1,02-01-2022,102,Sunday
1221,Moped,550,2013,NVS,Red,2022,9,28-01-2022,114,Friday
1222,Roadbike,611,2022,GSX150,Silver,2022,0,14-02-2022,102,Monday
1223,Moped,538,2022,VIVA CITYMASTER,Red,2022,0,18-03-2022,114,Friday
1224,Moped,594,2017,ZIP,Black,2022,5,21-01-2022,102,Friday
1225,Roadbike,561,2020,EX,Black,2022,2,10-03-2022,102,Thursday
1226,Roadbike,611,2020,GSX250FRLL9,Black,2022,2,02-04-2022,102,Saturday
1227,Moped,583,2020,MDAV01,White,2022,2,13-03-2022,103,Sunday
1228,Roadbike,629,2019,PRIMAVERA,Brown,2022,3,17-02-2022,102,Thursday
1229,Moped,567,2020,V50,Black,2022,2,28-01-2022,109,Friday
1230,Roadbike,565,2021,200,White,2022,1,02-01-2022,109,Sunday
1231,Roadbike,636,2021,YZF-R3A,Black,2022,1,29-01-2022,102,Saturday
1232,Roadbike,565,2021,200,White,2022,1,13-01-2022,102,Thursday
1233,Moped,538,2021,VIVA,Blue,2021,0,24-12-2021,102,Friday
1234,Roadbike,550,2021,CBR,Grey,2022,1,21-03-2022,106,Monday
1235,Roadbike,611,2021,GSX250FRLL9,Black,2022,1,30-03-2022,102,Wednesday
1236,Trailer,623,2004,HOMEBUILT,Green,2022,18,14-01-2022,109,Friday
1237,Moped,629,2018,PRIMAVERA,White,2022,4,21-02-2022,101,Monday
1238,Roadbike,636,2021,YS125A,Red,2022,1,14-03-2022,109,Monday
1239,Moped,502,2020,GTA-50,Black,2022,2,14-02-2022,102,Monday
1240,Moped,629,2019,PRIMAVERA,Black,2022,3,18-01-2022,102,Tuesday
1241,Roadbike,636,2020,XT250L,Cream,2022,2,20-02-2022,101,Sunday
1242,Moped,613,2021,JET4,Red,2022,1,08-01-2022,114,Saturday
1243,Roadbike,611,2021,GSX250FRLL9,Black,2021,0,14-12-2021,109,Tuesday
1244,Moped,541,2021,CICLONE,Black,2022,1,23-03-2022,114,Wednesday
1245,Moped,538,2017,LINTEX,White,2022,5,11-03-2022,114,Friday
1246,Moped,538,2021,YIBEN,White,2022,1,19-03-2022,102,Saturday
1247,Roadbike,636,2012,WR,Blue,2022,10,03-04-2022,106,Sunday
1248,Roadbike,545,2013,SPORTSTER,Red,2022,9,08-03-2022,102,Tuesday
1249,Moped,617,2020,OTTO,Black,2022,2,25-03-2022,102,Friday
1250,Moped,541,2020,CICLONE,Black,2021,1,15-10-2021,102,Friday
1251,Moped,617,2020,OTTO,Black,2022,2,13-03-2022,114,Sunday
1252,Roadbike,565,2020,200,White,2022,2,15-01-2022,102,Saturday
1253,Roadbike,636,2020,MT03LA,Blue,2022,2,05-03-2022,102,Saturday
1254,Moped,617,2020,ROMA,Blue,2022,2,27-01-2022,115,Thursday
1255,Roadbike,561,1988,ZX-4,Black,2022,34,02-04-2022,103,Saturday
1256,Moped,611,2020,UZ50,Brown,2021,1,06-11-2021,102,Saturday
1257,Roadbike,565,2008,EXC,Orange,2022,14,10-02-2022,114,Thursday
1258,Moped,585,2021,YB50QT-3,Yellow,2021,0,14-12-2021,102,Tuesday
1259,Moped,538,2021,VIVA,Red,2022,1,27-01-2022,114,Thursday
1260,Moped,550,2007,ZOOMER,White,2021,14,16-11-2021,102,Tuesday
1261,Moped,585,2016,ZNEN,Black,2022,6,10-03-2022,102,Thursday
1262,Roadbike,625,2011,SPEED TRIPLE,Red,2022,11,05-03-2022,114,Saturday
